first,last,group_name
JAAKKOLA,T.,729
JAAKKOLA,TOMMI,729
JAAKKOLA,TOMMI S.,729
JABD,MARWAN,730
JABRI,M.,731
JABRI,M.A.,731
JABRI,MARWAN,731
JABRI,MARWAN A.,731
JACKEL,L. D.,732
JACKEL,L.D.,732
JACKEL,LAWRENCE D.,732
JACKSON,G.,733
JACKSON,J.C.,733
JACOBS,DAVID W.,734
JACOBS,E. W.,734
JACOBS,ROBERT,734
JACOBS,ROBERT A.,734
JAGOTA,A.,735
JAIN,AJAY N.,736
JAMES,DANIEL L.,737
JAMES,GARETH,737
JANG,JU-SEOG,738
JANOW,R.,739
JAYAKUMAR,A.,740
JAYAKUMAR,ANTHONY,740
JEBARA,TONY,741
JENKINS,R.E.,742
JI,CHUANYI,743
JIM,KARO,744
JIN,CRAIG T.,745
JOE,KAZUKI,746
JOHNSON,D.,747
JOHNSON,DOUG,747
JOHNSON,ERIC,747
JOHNSON,KRISTINA,747
JOHNSON,MARTIN J.,747
JOJIC,NEBOJSA,748
JORDAN,M.I.,749
JORDAN,MICHAEL,749
JORDAN,MICHAEL I.,749
JOSEPH,S.R.H.,750
JOUNY,I.,751
JOURJINE,ALEXANDER,752
JOUSMAKI,VEIKKO,753
JUDD,J. STEPHEN,754
JUDD,STEPHEN,754
JUELS,A.,755
JUNG,T.,756
JUNG,TZYY-PING,756
KABASHIMA,YOSHIYUKI,757
KACMARCIK,G.J.,758
KADIRKAMANATHAN,M.,759
KADIRKAMANATHAN,V.,759
KAIHARA,R.,760
KAILATH,T.,761
KAILATH,THOMAS,761
KAIRISS,EDWARD W.,762
KAKADE,SHAM,763
KAMBHATLA,NANDA,764
KAMIMURA,RYOTARO,765
KAMM,CANDACE,766
KAMMEN,DANIEL,767
KAMMEN,DANIEL M.,767
KAMNANITHI,N.,768
KANADE,T.,769
KANERVA,PENTTI,770
KANG,KUKJIN,771
KANNAPPAN,SHEILA,772
KANTER,IDO,773
KANWAL,JAGMEET S.,774
KAPPEN,HILBERT J.,775
KARAKOULAS,GRIGORIS,776
KARO,MOSHE,777
KASDAN,HARVEY,778
KASSEBAUM,JOHN,779
KATAYAMA,MASAZUMI,780
KAUFMAN,LINDA,781
KAUSHANSKY,HOWARD,782
KAWATO,MITSUO,783
KAYE,P.,784
KAZLAS,PETER,785
KE,LIU,786
KEARNS,M.,787
KEARNS,MICHAEL,787
KEELER,JAMES,788
KEELER,JAMES D.,788
KEELER,JIM,788
KEERTHI,S. SATHIYA,789
KEESING,RON,790
KEGL,BALAZS,791
KELLER,JOSEPH B.,792
KEMPTER,R.,793
KEMPTER,RICHARD,793
KENNEDY,JOHN,794
KENYON,C.,795
KENYON,G.T.,795
KEPLER,THOMAS,796
KERNS,DOUGLAS,797
KERSHAW,D.J.,798
KERSTEN,DANIEL,799
KERSZBERG,MICHEL,800
KESSLER,DAVID A.,801
KEYMEULEN,DIDIER,802
KHANNA,S. K.,803
KHOTANZAD,ALIREZA,804
KIM,KI-CHUL,805
KINDERMANN,JORG,806
KINGSBURY,B.,807
KIOKE,YASUHARU,808
KIORPES,LYNNE,809
KIRILLOV,A.B.,810
KIRK,DAVID,811
KIRK,DAVID B.,811
KIRKPATRICK,SCOTT,812
KIVILUOTO,KIMMO,813
KIVINEN,J.,814
KIVINEN,JYRLD,814
KJAER,TROELS,815
KLEIN,BARBARA,816
KLEIN,RONALD,816
KLOPF,A. HARRY,817
KNERR,STEFAN,818
KNIERIM,JAMES J.,819
KNUDSEN,ERIC I.,820
KO,P.K.,821
KOCH,C.,822
KOCH,CHDSTOF,822
KOCH,CHRISTOF,822
KOCH,R.H.,822
KOCHEISEN,MICHAEL,823
KOENIG,SVEN,824
KOHLMORGEN,JENS,825
KOHN,PHIL,826
KOIKE,YASUHAM,827
KOIRAN,P.,828
KOISTINEN,PETRI,829
KOLEN,JOHN,830
KOLEN,JOHN F.,830
KOLLER,DAPHNE,831
KOMPE,RAIL,832
KOMURA,MITSUO,833
KONDA,VIJAY R.,834
KONIG,Y.,835
KONIG,YOCHAI,835
KONISHI,M.,836
KONTORAVDIS,D.,837
KOSAKA,HIDEO,838
KOTANI,KOJI,839
KOVALENKO,YE. I.,840
KOWALCZYK,A.,841
KOWALCZYK,ADAM,841
KRAMER,A.,842
KRAMER,ALAN H.,842
KRAMER,J.,842
KREMER,S.C.,843
KREUTZ-DELGADO,KENNETH,844
KRISHNAMURTHY,A. K.,845
KRISHNAPRASAD,P.S.,846
KRITAYAKIRANA,KONG,847
KROGH,A.,848
KROGH,ANDERS,848
KRUGER,W. FRITZ,849
KRUGLYAK,LEONID,850
KRUSCHKE,JOHN,851
KRYUKOV,V.I.,852
KRZYZAK,ADAM,853
KUDRIMOTI,HEMANT S.,854
KUH,ANTHONY,855
KUHN,G.M.,856
KUHN,GARY M.,856
KUKOLICH,LINDA,857
KUMAR,B.V.K. VIJAYA,858
KUO,JYH-MING,859
KVALE,MARK,860
KWON,CHULAN,861
LADES,MARTIN,862
LADNET,RICHARD,863
LAFRANCHISE,JEFFREY R.,864
LAGARIAS,JEFFREY C.,865
LAHAM,DARRELL,866
LAMBERT,RUSSELL H.,867
LAMBRIGSTEN,BJOM,868
LANDAUER,THOMAS K.,869
LANDOLT,OLIVER,870
LANE,STEPHEN,871
LANG,KEVIN,872
LANG,KEVIN J.,872
LANGDON,PAT,873
LANGE,DANIEL H.,874
LANGE,TRENT E.,874
LANGENBACHER,H.,875
LAPEDES,ALAN,876
LAPPE,MARKUS,877
LARSEN,J.,878
LASKEY,KATHRYN,879
LASKOV,PAVEL,880
LATHAM,PETER E.,881
LATHROP,RICHARD H.,882
LATIMER,CYRIL,883
LAU,CLIFFORD,884
LAUGHTON,S.N.,885
LAUTMP,BENNY,886
LAVIGNA,ANTHONY,887
LAWRENCE,D.T.,888
LAWRENCE,NEIL,888
LAWRENCE,PETER D.,888
LAWRENCE,S.,888
LAZZARO,J.,889
LAZZARO,JOHN,889
LE CUN,Y.,890
LE CUN,YANN,890
LEBIERE,CHRISTIAN,891
LEE,CHAN-DO,892
LEE,D. D.,892
LEE,DALE K.,892
LEE,DANIEL D.,892
LEE,HWANG-SOO,892
LEE,MAURICE,892
LEE,R.,892
LEE,SOO-YOUNG,892
LEE,SUSAN CIARROCCA,892
LEE,TAI SING,892
LEE,TE-WON,892
LEE,WEE SUN,892
LEE,WEI-TSIH,892
LEE,Y. C.,892
LEE,Y.C.,892
LEE,YEE-CHUN,892
LEE,YING-WUNG,892
LEEN,TODD,893
LEEN,TODD K.,893
LEERINK,LAURENS,894
LEERINK,LAURENS R.,894
LEGENDRE,GERALDINE,895
LEGLEYE,CLAIRE,896
LEHMANN,DIETRICH,897
LEHRER,RICHARD,898
LEINBACH,JARED,899
LEISCH,FRIEDRICH,900
LEISEH,FRIEDRICH,901
LEITE,J.A.F.,902
LEMARIE,B.,903
LEMASSON,GWENDAL,904
LEMMON,MICHAEL,905
LENZ,REINER,906
LEONG,HARRISON MONFOOK,907
LEONG,P.,907
LEOW,WEE-KHENG,908
LEROUX,M.,909
LEUNG,HONG,910
LEUNG,HONG C.,910
LEUNG,MING-TAK,910
LEVEMON,MICHAEL E.,911
LEVIN,A.U.,912
LEVIN,ASRIEL U.,912
LEVIN,ESTER,912
LEVIN,ESTHER,912
LEVY,NIR,913
LEVY,WILLIAM B.,913
LEWICKI,MICHAEL S.,914
LEWIS,EDWIN,915
LEWIS,M. ANTHONY,915
LI,HANG,916
LI,JONATHAN Q.,916
LI,QINGNAN,916
LI,SONG,916
LI,YI,916
LI,ZHAOPING,916
LIAO,YUANSONG,917
LIN,JUAN K.,918
LIN,MENG-JANG,918
LIN,T.,918
LIN,XIWU,918
LINARES-BARRANCO,B.,919
LINCOLN,WILLIAM P.,920
LINDEN,A.,921
LINDEN,ALEXANDER,921
LINDER,TAMILS,922
LINSKER,RALPH,923
LINSTER,CHRISTIANE,924
LIPPE,D.,925
LIPPMAN,ANDREW,926
LIPPMANN,RICHARD,927
LIPPMANN,RICHARD P.,927
LISBERGER,S.G.,928
LISBERGER,STEPHEN G.,928
LITMAN,DIANE,929
LITTLESTONE,NICK,930
LITTMAN,MICHAEL,931
LITTMAN,MICHAEL L.,931
LITTMANN,E.,932
LIU,S.,933
LIU,SHIH-CHII,933
LIU,WEIMIN,933
LIU,XIUWEN,933
LIU,YONG,933
LIU,ZILI,933
LOCH,JOHN,934
LOCKERY,SHAWN R.,935
LOGOTHETIS,NIKOS,936
LOINAZ,MARC,937
LONG,PHILIP M.,938
LONG,THERESA,938
LONGTIN,ANDRE,939
LOOS,HENDRICUS G.,940
LOVE,BRADLEY C.,941
LOWE,DAVID,942
LOZANO,FERNANDO,943
LOZANO-PEREZ,TOMAS,944
LOZANO-PEREZ,TOMILS,944
LU,CHIEN PING,945
LU,CHIEN-PING,945
LUMER,ERIK D.,946
LUNA,STEPHAN,947
LUND,JENNIFER,948
LUO,JIN,949
LUTTGES,MARVIN,950
LYNCH,GARY,951
LYON,RICHARD,952
LYTTON,WILLIAM W.,953
MA,SHENG,954
MAASS,W.,955
MAASS,WOLFGANG,955
MACDONALD,BRUCE,956
MACE,C. W.H.,957
MACKAY,D.,958
MACKAY,DAVID J. C.,958
MACKAY,DAVID J.C.,958
MACKIE,STUART,959
MACY,S. A.,960
MADARASMI,SUTHEP,961
MAECHLER,MARTIN,962
MAGDON-ISMAIL,MALIK,963
MAHONEY,J. JEFFREY,964
MAHOWALD,M.,965
MAHOWALD,M.A.,965
MAHOWALD,MISHA,965
MAINEN,ZACHARY,966
MAIOROV,VITALY,967
MAJANI,E.,968
MAKARENKO,V.I.,969
MAKEIG,S.,970
MAKEIG,SCOTT,970
MAKHOUL,J.,971
MAKHOUL,JOHN,971
MALACH,RAFAEL,972
MALAKA,RAINER,973
MALIK,JITENDRA,974
MALKOFF,DONALD B.,975
MALONEY,LAURANCE T.,976
MALPELI,JOSEPH G.,977
MALTENFORT,MITCHELL GIL,978
MAMELAK,ADAM N.,979
MAMMONE,RICHARD J.,980
MANDUCA,ARMANDO,981
MANGASARIAN,O. L.,982
MANGASARIAN,O.L.,982
MANKE,STEFAN,983
MANN,JAMES R.,984
MANN,JIM,984
MANN,REINHOLD,984
MANN,TOBIAS,984
MANSOUR,Y.,985
MANSOUR,YISHAY,985
MANWANI,AMIT,986
MARBACH,PETER,987
MARCANTONIO,A.,988
MARCHAND,M.,989
MARCHAND,MARIO,989
MARCOTTE,BEN A.,990
MARCUS,C.M.,991
MARCUS,CHARLES M.,991
MARDER,EVE,992
MARGARITIS,DIMITRIS,993
MARION,GLENN,994
MARKEL,SCOTT,995
MARKMAN,ARTHUR B.,996
MARKO,KENNETH,997
MARKS,ROBERT J.,998
MARKUS,ETAN J.,999
MARON,ODED,1000
MARSAN,DAVID,1001
MARSHALL,GILLIAN,1002
MARSHALL,J.A.,1002
MARSHALL,JONATHAN A.,1002
MARSON,DAVID,1003
MARTIGNON,LAURA,1004
MARTIN,DOUGLAS R.,1005
MARTIN,G.L.,1005
MARTIN,GALE,1005
MARTIN,GALE L.,1005
MARTIN,GREG,1005
MARTIN,KEVIN E.,1005
MARTIN,R. DOUGLAS,1005
MARTS,ALAN D.,1006
MASON,LLEW,1007
MASSON,CLAUDINE,1008
MASSONE,LINA L. E.,1009
MASTEBROEK,H. A. K.,1010
MATAN,OFER,1011
MATHEUS,CHRISTOPHER J.,1012
MATHIESON,MARK,1013
MATHIS,DONALD,1014
MATHUR,BIMAL,1015
MATIC,NADA E.,1016
MATO,GERMAN,1017
MATSUI,HIROFUMI,1018
MATSUMOTO,KENJI,1019
MATSUOKA,Y.,1020
MAXWELL,T.,1021
MAYHEW,JOHN E.W.,1022
MCALLESTER,DAVID,1023
MCCABE,S.L.,1024
MCCALLUM,R. ANDREW,1025
MCCARTOR,HAL,1026
MCCLELLAND,JAMES L.,1027
MCCLURE,MARCELLA A.,1028
MCGOVERN,AMY,1029
MCKENNA,MICHAEL,1030
MCKEOWN,MARTIN J.,1031
MCLOUGHLIN,NIALL,1032
MCMILLAN,CLAYTON,1033
MCNAIR,ARTHUR,1034
MCNAUGHTON,BRUCE L.,1035
MCVEY,BRIAN D.,1036
MEAD,C.A.,1037
MEAD,CARVER,1037
MEAD,CARVER A.,1037
MEADOR,JACK L.,1038
MEILA,M.,1039
MEILA,MARINA,1039
MEILIJSON,ISAAC,1040
MEIR,R.,1041
MEIR,RON,1041
MEIR,RONNY,1041
MEISTER,MARKUS,1042
MEJIA,CARLOS,1043
MEL,B.W.,1044
MEL,BARTLETT,1044
MEL,BARTLETT W.,1044
MELLSTROM,JEFF,1045
MELTON,MATT,1046
MENZEL,WOLFRAM,1047
MERZ,CHRISTOPHER J.,1048
MERZENICH,MICHAEL M.,1049
MESIROV,JILL P.,1050
MESTERHARM,CHRIS,1051
METCALFE,JANET,1052
METZ,CHRISTOPHER J.,1053
METZNET,WALTER,1054
MEYER-BAESE,A.,1055
MHASKAR,H. N.,1056
MICCHELLI,C. A.,1057
MICHEL,A. N.,1058
MIGHELL,DOROTHY A.,1059
MIHATSCH,OLIVER,1060
MIIKKULAINEN,R.,1061
MIIKKULAINEN,RISTO,1061
MIKA,SEBASTIAN,1062
MILGRAM,MAURICE,1063
MILITO,RODOLFO,1064
MILLER,C.B.,1065
MILLER,DAVID J.,1065
MILLER,JOHN P.,1065
MILLER,JOHN W.,1065
MILLER,KENNETH D.,1065
MILLER,MICHAEL I.,1065
MILLER,O.,1065
MILLER,THOMAS K.,1065
MILLER,W.,1065
MILLER,W. THOMAS,1065
MILLLET,KLAUS-ROBERT,1066
MILLMAN,K. JARROD,1067
MILOSTAN,JEANNE C.,1068
MILTON,JOHN G.,1069
MIMS,STEVE,1070
MINAI,ALI A.,1071
MINCH,BRADLEY A.,1072
MINEIRO,PAUL,1073
MINGOLLA,ENNIO,1074
MIRANKER,WILLARD,1075
MITCHELL,MELANIE,1076
MITCHELL,T.,1076
MITCHELL,TOM M.,1076
MIYAKE,SEI,1077
MIYAMOTO,MASAYUKI,1078
MIYATA,YOSHIRO,1079
MJOLSNESS,E.,1080
MJOLSNESS,ERIC,1080
MOGHADDAM,BABACK,1081
MOLL,ROBERT,1082
MOLLER,KNUT,1083
MONACO,JEFFREY E,1084
MONTAGUE,P. R.,1085
MONTAGUE,P. READ,1085
MONTANA,DAVID,1086
MONTGOMERY,DON,1087
MONTI,STEFANO,1088
MOODY,J.,1089
MOODY,JOHN,1089
MOODY,JOHN E.,1089
MOON,KEVIN J.,1090
MOONEY,RAYMOND J.,1091
MOOPENN,A.,1092
MOOPENN,ALEXANDER,1092
MOORE,A.W.,1093
MOORE,ANDREW,1093
MOORE,ANDREW W.,1093
MOORE,PATRICK,1093
MORCINIEC,MICHAL,1094
MORGAN,N.,1095
MORGAN,NELSON,1095
MORI,YOSHIHIRO,1096
MORIMOTO,T.,1097
MORPURGO,ANNA,1098
MORRIS,RICHARD G. M.,1099
MORRIS,TONIA G.,1099
MOSS,E,1100
MOSS,ELIOT,1100
MOSS,FRANK,1100
MOTEAU,YVES,1101
MOVELLAN,JAVIER,1102
MOVELLAN,JAVIER R.,1102
MOVSHON,J. ANTHONY,1103
MOZER,MICHAEL,1104
MOZER,MICHAEL C.,1104
MUELLER,K.,1105
MUELLER,PAUL,1105
MUKHERJEE,SAYAN,1106
MUKHERJEE,SAYANDEV,1106
MULLER,KLAUS-R.,1107
MULLER,KLAUS-ROBERT,1107
MULLER,URS A.,1107
MUMTA,NOBORU,1108
MUNDEL,TREVOR,1109
MUNOS,REMI,1110
MUNRO,P.W.,1111
MUNRO,PAUL,1111
MUNRO,PAUL W.,1111
MURATA,N.,1112
MURATA,NOBORU,1112
MURAYAMA,TATSUTO,1113
MURPHY,KEVIN P.,1114
MURPHY,SEAN D.,1114
MURRAY,A. F.,1115
MURRAY,A.F.,1115
MURRAY,ALAN,1115
MURRAY,ALAN E,1115
MURRAY,ALAN F.,1115
MURRAY,MICHAEL,1115
MURRAY-SMITH,RODERICK,1116
MUSSA-IVALDI,FERDINANDO A.,1117
MUSSA-LVALDI,FERDINANDO,1118
MUTHUSAMY,YESHWANT,1119
MUTHUSAMY,YESHWANT K.,1119
MUTZ,DARREN,1120
MYERS,CATHERINE E.,1121
NABET,BAHRAM,1122
NABNEY,IAN T.,1123
NACHTIGALL,PAUL,1124
NADAL,J. P,1125
NADAL,JEAN-PIERRE,1125
NADEAU,CLAUDE,1126
NAFTALY,URY,1127
NAILLON,MARTINE,1128
NAJAFI,HOSSEIN L.,1129
NAKAHARA,H.,1130
NAKAHARA,HIROYUKI,1130
NAKAI,T.,1131
NAKANO,RYOHEI,1132
NAKASHIMA,MICHIO,1133
NEAL,RADFORD M.,1134
NEGISHI,MICHIRO,1135
NELSON,ALEX T.,1136
NELSON,MARK E.,1136
NELSON,SACHA B.,1136
NEUGEBAUER,CHARLES E,1137
NEUKIRCHEN,C.,1138
NEUKIRCHEN,CTUISTOPH,1138
NEUMANN,HEIKO,1139
NEUNEIER,R.,1140
NEUNEIER,RALPH,1140
NG,ANDREW Y.,1141
NG,KENNEY,1141
NIEBUR,E.,1142
NIEBUR,ERNST,1142
NIRANJAN,M.,1143
NIRANJAN,MAHESAN,1143
NISSMAN,DANIEL,1144
NIX,DAVID,1145
NIX,DAVID A.,1145
NIYOGI,PARTHA,1146
NODA,HIDEKI,1147
NOEST,ANDRE J.,1148
NOETZEL,ANDREW S.,1149
NOHL,C.,1150
NOHL,CRAIG R.,1150
NOORDEWIER,MICHIEL,1151
NORMAN,KENNETH A.,1152
NORTH,BEN,1153
NOWLAN,STEVEN,1154
NOWLAN,STEVEN J.,1154
NUCCI,ADAM J.,1155
NUNEZ,FERNANDO J.,1156
O'KEEFE,JOHN,1157
O'REILLY,RANDALL C.,1158
OBERMAYER,K.,1159
OBERMAYER,KLAUS,1159
OBRADOVIC,ZORAN,1160
OFTAWAY,MARY B.,1161
OGAWA,HIDEMITSU,1162
OH,JONG-HOON,1163
OH,SEHO,1163
OHIRA,TOM,1164
OHIRA,TORU,1164
OHL,F.,1165
OHMI,T.,1166
OHMI,TADAHIRO,1166
OJA,ERKKI,1167
OKAMOTO,TOSHIAKI,1168
OLAMI,ZEEV,1169
OLIVEIRA,ARLINDO L.,1170
OLIVER,NURIA,1171
OLLILA,MARK,1172
OLSHAUSEN,BRUNO A.,1173
OMIDVAR,MASSOUD,1174
OMOHUNDRO,S.M.,1175
OMOHUNDRO,STEPHEN,1175
OMOHUNDRO,STEPHEN M.,1175
ONODA,TAKASHI,1176
OPITZ,D.W.,1177
OPPER,MANFRED,1178
OPTICAN,LANCE M.,1179
ORLITSKY,A.,1180
ORMONEIT,D.,1181
ORMONEIT,DIRK,1181
ORPONEN,PEKKA,1182
ORR,GENEVIEVE B.,1183
ORSAK,GEOFFREY,1184
OSHIMA-TAKANE,YURIKO,1185
OSTERBERG,MATS,1186
OSTERHOLTZ,LOUISE,1187
OWEN,W.,1188
OYAMA,EIMEI,1189
OZAKI,H.,1190
PAASS,GERHARD,1191
PADGETT,CURTIS,1192
PAGE,EDWARD W.,1193
PAL,I.,1194
PALM,GFINTHER,1195
PAN,H.,1196
PANIZZA,SANDRA,1197
PAPKA,RON,1198
PAPPU,S.,1199
PAPPU,SUGUNA,1199
PARBERRY,IAN,1200
PAREIGIS,STEPHAN,1201
PARFITT,SHAN,1202
PARGA,NESTOR,1203
PARIS,BERND-PETER,1204
PARKER,DAVID B.,1205
PARMANTO,B.,1206
PARMANTO,BARNBANG,1206
PARR,RONALD,1207
PARRA,L.C.,1208
PARRA,LUCAS,1208
PARRA,LUCAS C.,1208
PASERO,E.,1209
PASZTOR,EGON C.,1210
PATEL,GIRISH N.,1211
PATI,Y.C.,1212
PAUGAM-MOISY,HELENE,1213
PAULIN,MICHAEL G.,1214
PAVEL,M.,1215
PAVEL,MISHA,1215
PAWELZIK,K.,1216
PAWELZIK,KLAUS,1216
PAWELZIK,KLAUS R.,1216
PAZZANI,MICHAEL J.,1217
PEALERSEN,M.W.,1218
PEARLMUTTER,B.A.,1219
PEARLMUTTER,BARAK,1219
PEARLMUTTER,BARAK A.,1219
PEARSON,J.C.,1220
PEARSON,JOHN,1220
PEARSON,JOHN C.,1220
PEARSON,R.A.,1220
PEDERSEN,MOTTEN,1221
PEDRONI,VOLNEI,1222
PELILLO,MARCELLO,1223
PENNER,RALPH,1224
PENNEY,R. W.,1225
PENTLAND,A.,1226
PENTLAND,ALEX,1226
PENTLAND,ALEX P.,1226
PEPER,FERDINAND,1227
PEREIRA,RICARDO A. MARQUES,1228
PERERA,A. G. U.,1229
PERKINS,THEODORE J.,1230
PERONA,PIETRO,1231
PERRONE,MICHAEL P.,1232
PERRY,JOHN,1233
PERSONNAZ,L.,1234
PERSONNAZ,LEON,1234
PERSONNAZ,LFION,1234
PESSOA,L.,1235
PETEK,BOJAN,1236
PETERSEN,STEFFEN,1237
PETERSON,ALLEN M.,1238
PETERSON,JAMES K.,1238
PETERSON,R.M.,1238
PETERSON,R.S.,1238
PETSCHE,THOMAS,1239
PETSEHE,T.,1240
PEZARIS,JOHN S.,1241
PHAN,TAN,1242
PHILLIPS,MICHAEL,1243
PHILLIPS,P. JONATHON,1243
PICHE,STEPHEN,1244
PICKARD,S.,1245
PICKARD,STEPHEN,1245
PIEPENBROCK,CHRISTIAN,1246
PIERACCINI,ROBERTO,1247
PINEDA,FERNANDO,1248
PINEDA,FERNANDO J.,1248
PINKAS,GADI,1249
PINTER,ROBERT B.,1250
PITTMAN,JAMES,1251
PITTMAN,JAMES A.,1251
PLATE,TONY,1252
PLATE,TONY A.,1252
PLATT,J.C.,1253
PLATT,JOHN,1253
PLATT,JOHN C.,1253
PLUTOWSKI,MARK,1254
POGGIO,TOMASO,1255
POGGIO,TOMASO A.,1255
POIRAZI,PANAYIOTA,1256
POLIFRONI,JOSEPH,1257
POLLACK,JORDAN,1258
POLLACK,JORDAN B.,1258
POMERLEAU,DEAN,1259
POMERLEAU,DEAN A.,1259
PONG,TING-CHUEN,1260
POROD,W.,1261
POSTMA,ERIC,1262
POTTER,DANIEL,1263
POUGET,A.,1264
POUGET,ALEXANDRE,1264
POULIOT,YANNICK,1265
POULIQUEN,PHILIPPE O.,1266
PRANK,KLAUS,1267
PRASAD,K. VENKATESH,1268
PRATT,HILLEL,1269
PRATT,L. Y.,1269
PRATT,LORIEN Y.,1269
PRECUP,DOINA,1270
PRESCOTT,TONY J.,1271
PRICE,DAVID,1272
PRIEL,AVNER,1273
PRINCIPE,JOSE,1274
PRINCIPE,JOSE C.,1274
PRINTZ,HARRY,1275
PROKOPOWICZ,PETER N.,1276
PRTIGEL-BENNETT,ADAM,1277
PSALTIS,DEMETR,1278
PSALTIS,DEMETRI,1278
PU,CHIANG-JUNG,1279
PUFF,R.D.,1280
PUZICHA,JAN,1281
QAZAZ,CAZHAOW S.,1282
QUEK,FRANCIS,1283
QUOY,MATHIAS,1284
RAE,H. C.,1285
RAGG,THOMAS,1286
RAHIM,MAZIN,1287
RAMACHANDRAN,SOWMYA,1288
RAMANUJAM,NIRMALA,1289
RANDLOV,JETTE,1290
RANGARAJAN,A.,1291
RANGARAJAN,ANAND,1291
RAO,A.,1292
RAO,R.P.N.,1292
RAO,RAJESH,1292
RAO,RAJESH P. N.,1292
RAO,RAJESH P.N.,1292
RAPPELSBERGER,PETER,1293
RASHID,MOSFEQ,1294
RASMUSSEN,C.E.,1295
RASMUSSEN,CARL E.,1295
RASNOW,BRIAN,1296
RATSABY,JOEL,1297
RATSCH,GUNNAR,1298
RATTRAY,MAGNUS,1299
RAUSCHECKER,JOSEF P.,1300
RAVINDRAN,B.,1301
RAY,W. HARMON,1302
RAYSZ,JEAN,1303
REBOTIER,T.,1304
RECCE,MICHAEL,1305
REDDING,NICHOLAS J.,1306
REEKIE,H. MARTIN,1307
REEVES,DOUG,1308
REGGIA,JAMES A.,1309
REHFUSS,S.,1310
REIFSNIDER,ERIC S.,1311
REILLY,DOUGLAS L.,1312
REITMAN,EDWARD,1313
REKLAITIS,GINTAMS V.,1314
RENALS,STEVE,1315
RENART,ALFONSO,1316
RENAUD-LEMASSON,SYLVIE,1317
REVOW,M.,1318
REVOW,MICHAEL D.,1318
REXLISH,A.D.,1319
RHODES,PAUL,1320
RICHARDS-KORTUM,REBECCA,1321
RICHARDSON,TOM J.,1322
RICHMOND,BARRY J.,1323
RICKARD,SCOTT,1324
RIEDMILLER,MARTIN,1325
RIEKE,FRED,1326
RIESENHUBER,MAXIMILIAN,1327
RIGOLL,G.,1328
RIGOLL,GERHARD,1328
RIIS,S.K.,1329
RINBERG,DMITRY,1330
RING,MARK,1331
RINOTT,YOSEF,1332
RISAU-GUSMAN,SEBASTIAN,1333
RITCEY,JAMES A.,1334
RITTER,H.,1335
RITZMANN,R.E.,1336
RIVEST,RON L.,1337
RIVEST,RONALD L.,1337
RIVEST,RONALD.,1337
ROBEL,ALEX,1338
ROBINSON,A. J.,1339
ROBINSON,A.J.,1339
ROBINSON,DAVID A.,1339
ROBINSON,TONY,1339
RODRIGUEZ,ANDRES,1340
RODRIGUEZ,F. B.,1340
RODRIGUEZ,PAUL,1340
ROGERS,DAVID,1341
ROGINSKI,KRIST,1342
ROGNVALDSSON,THORSTEINN S.,1343
ROHWER,RICHARD,1344
ROITBLAT,HERBERT,1345
ROITERSHTEIN,ALEXANDER,1346
ROKNI,URI,1347
ROLLS,EDMUND T.,1348
RON,DANA,1349
ROSARIO,BARBARA,1350
ROSCA,JUSTINIAN,1351
ROSCHEISEN,MARTIN,1352
ROSE,K.,1353
ROSE,M. J.,1353
ROSEN,BRACE,1354
ROSEN,BRUCE E.,1354
ROSEN,DANIEL J.,1354
ROSEN,DAVID B.,1354
ROSENBERG,CHARLES,1355
ROSENFELD,RONALD,1356
ROSENHOLTZ,RUTH,1357
ROSS,W.,1358
ROSSEN,MICHAEL,1359
ROTH,DAN,1360
ROTH,VOLKER,1360
ROWAT,PETER F.,1361
ROWEIS,SAM,1362
ROWEIS,SAM T.,1362
ROWLEY,H.A.,1363
ROY,B.V.,1364
ROY,NICHOLAS,1364
ROYCHOWDHURY,V. P.,1365
ROYCHOWDHURY,V.P.,1365
ROYCHOWDHURY,VWANI,1365
ROYCHOWDHURY,VWANI P.,1365
RUANAIDH,JOSEPH O.,1366
RUBIN,MARK A.,1367
RUDERMAN,DANIEL,1368
RUDERMAN,DANIEL L.,1368
RUDOLPH,FRANKLIN J.,1369
RUDRA,ARCHISMART,1370
RUEGET,S.M.,1371
RUMELHART,DAVID,1372
RUMELHART,DAVID E.,1372
RUPPIN,EYTAN,1373
RUSMEVICHIEMONG,PAAT,1374
RUSSELL,SMART,1375
RYAN,JAKE,1376
RYCKEBUSCH,SYLVIE,1377
RYMER,W. ZEV,1378
SAAD,D.,1379
SAAD,DAVID,1379
SABATINI,SILVIO P.,1380
SABES,P.N.,1381
SABISCH.,T.,1382
SACKINGER,EDUARD,1383
SAFFELL,MATTHEW,1384
SAFFMAN,MARK,1385
SAHA,AVIJIT,1386
SAHANI,MANEESH,1387
SAHAR,S.,1388
SAHAR-PIKIELNY,CARREIT,1389
SAITO,HIROAKI,1390
SAITO,KAZUMI,1390
SAJDA,PAUL,1391
SAKAI,KO,1392
SAKATA,SHINICHI,1393
SAKURAI,AKITO,1394
SALEHI,JAWAD A.,1395
SALLANS,BRIAN,1396
SALU,YEHUDA,1397
SAMAD,TARIG,1398
SAMALAM,VIJAY,1399
SAMUELIDES,MANUEL,1400
SAN MARTIN,A. MIGUEL,1401
SANGER,TERENCE,1402
SANGER,TERENCE D.,1402
SANGIOVANNI-VINCENTELLI,A.,1403
SANGIOVANNI-VINCENTELLI,ALBERTO,1403
SANTOS,EUGENE,1404
SANTOSO,I.,1405
